"Colorado Medicaid Fee Schedule January 1, 2014",,,,,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after January 1, 2014  Please refer to the Fee Schedule Instructions on the website for an explaination of each field",,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Base Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,,,,
78016,26,4.96,7.55,$37.45,000,999,000,No,,,,
78016,TC,5.50,7.55,$41.53,000,999,000,No,,,,
78016,,11.00,7.55,$83.05,000,999,000,No,,,,
78018,26,5.21,7.55,$39.34,000,999,000,No,,,,
78018,,11.00,7.55,$83.05,000,999,000,No,,,,
78020,26,1.10,7.55,$8.31,000,999,000,No,,,,
78020,TC,1.92,7.55,$14.50,000,999,000,No,,,,
78020,,3.02,7.55,$22.80,000,999,000,No,,,,
78070,26,4.99,7.55,$37.67,000,999,000,No,,,,
78070,,12.00,7.55,$90.60,000,999,000,No,,,,
78071,26,5.42,7.55,$40.92,000,999,000,No,,,,
78071,TC,26.67,7.55,$201.36,000,999,000,No,,,,
78071,,32.09,7.55,$242.28,000,999,000,No,,,,
78075,26,4.49,7.55,$33.90,000,999,000,No,,,,
78075,TC,10.50,7.55,$79.28,000,999,000,No,,,,
78075,,17.50,7.55,$132.13,000,999,000,No,,,,
78099,26,,,Code is Manually Priced,000,999,000,No,,,,
78099,,,,Code is Manually Priced,000,999,000,No,,,,
78102,26,3.34,7.55,$25.22,000,999,000,No,,,,
78102,TC,1.30,7.55,$9.82,000,999,000,No,,,,
78102,,5.10,7.55,$38.51,000,999,000,No,,,,
78103,26,4.53,7.55,$34.20,000,999,000,No,,,,
78103,TC,1.60,7.55,$12.08,000,999,000,No,,,,
78103,,6.40,7.55,$48.32,000,999,000,No,,,,
78104,26,4.88,7.55,$36.84,000,999,000,No,,,,
78104,TC,2.00,7.55,$15.10,000,999,000,No,,,,
78104,,8.00,7.55,$60.40,000,999,000,No,,,,
78110,26,1.15,7.55,$8.68,000,999,000,No,,,,
78110,TC,2.50,7.55,$18.88,000,999,000,No,,,,
78110,,5.00,7.55,$37.75,000,999,000,No,,,,
78111,26,1.37,7.55,$10.34,000,999,000,No,,,,
78111,TC,3.00,7.55,$22.65,000,999,000,No,,,,
78111,,6.00,7.55,$45.30,000,999,000,No,,,,
78120,26,1.41,7.55,$10.65,000,999,000,No,,,,
78120,TC,5.00,7.55,$37.75,000,999,000,No,,,,
78120,,7.50,7.55,$56.63,000,999,000,No,,,,
78121,26,1.93,7.55,$14.57,000,999,000,No,,,,
78121,TC,6.00,7.55,$45.30,000,999,000,No,,,,
78121,,9.00,7.55,$67.95,000,999,000,No,,,,
78122,26,2.73,7.55,$20.61,000,999,000,No,,,,
78122,TC,3.00,7.55,$22.65,000,999,000,No,,,,
78122,,6.00,7.55,$45.30,000,999,000,No,,,,
78130,26,3.71,7.55,$28.01,000,999,000,No,,,,
78130,TC,14.00,7.55,$105.70,000,999,000,No,,,,
78130,,17.79,7.55,$134.31,000,999,000,No,,,,
78135,26,3.88,7.55,$29.29,000,999,000,No,,,,
78135,TC,9.00,7.55,$67.95,000,999,000,No,,,,
78135,,15.00,7.55,$113.25,000,999,000,No,,,,
78140,26,3.00,7.55,$22.65,000,999,000,No,,,,
78140,TC,7.00,7.55,$52.85,000,999,000,No,,,,
78140,,10.00,7.55,$75.50,000,999,000,No,,,,
78185,26,2.43,7.55,$18.35,000,999,000,No,,,,
78185,TC,5.00,7.55,$37.75,000,999,000,No,,,,
78185,,8.00,7.55,$60.40,000,999,000,No,,,,
78190,26,4.68,7.55,$35.33,000,999,000,No,,,,
78190,,30.48,7.55,$230.12,000,999,000,No,,,,
78191,26,3.67,7.55,$27.71,000,999,000,No,,,,
78191,TC,14.00,7.55,$105.70,000,999,000,No,,,,
78191,,20.00,7.55,$151.00,000,999,000,No,,,,
78195,26,5.00,7.55,$37.75,000,999,000,No,,,,
78195,TC,7.50,7.55,$56.63,000,999,000,No,,,,
78195,,12.50,7.55,$94.38,000,999,000,No,,,,
78199,26,,,Code is Manually Priced,000,999,000,No,,,,
78199,,,,Code is Manually Priced,000,999,000,No,,,,
78201,26,2.60,7.55,$19.63,000,999,000,No,,,,
78201,TC,8.80,7.55,$66.44,000,999,000,No,,,,
78201,,12.90,7.55,$97.40,000,999,000,No,,,,
78202,26,3.04,7.55,$22.95,000,999,000,No,,,,
78202,TC,11.80,7.55,$89.09,000,999,000,No,,,,
78202,,16.90,7.55,$127.60,000,999,000,No,,,,
78205,26,4.32,7.55,$32.62,000,999,000,No,,,,
78205,TC,14.00,7.55,$105.70,000,999,000,No,,,,
78205,,22.50,7.55,$169.88,000,999,000,No,,,,
78206,26,4.58,7.55,$34.58,000,999,000,No,,,,
78206,TC,22.17,7.55,$167.38,000,999,000,No,,,,
78206,,26.75,7.55,$201.96,000,999,000,No,,,,
78215,26,2.95,7.55,$22.27,000,999,000,No,,,,
78215,TC,11.80,7.55,$89.09,000,999,000,No,,,,
78215,,16.90,7.55,$127.60,000,999,000,No,,,,
78216,26,3.42,7.55,$25.82,000,999,000,No,,,,
78216,TC,13.00,7.55,$98.15,000,999,000,No,,,,
78216,,16.12,7.55,$121.71,000,999,000,No,,,,
78226,26,3.53,7.55,$26.65,000,999,000,No,,,,
78226,TC,29.80,7.55,$224.99,000,999,000,No,,,,
78226,,33.33,7.55,$251.64,000,999,000,No,,,,
78227,26,4.26,7.55,$32.16,000,999,000,No,,,,
78227,TC,29.80,7.55,$224.99,000,999,000,No,,,,
78227,,34.06,7.55,$257.15,000,999,000,No,,,,
78230,26,2.69,7.55,$20.31,000,999,000,No,,,,
78230,TC,6.50,7.55,$49.08,000,999,000,No,,,,
78230,,10.50,7.55,$79.28,000,999,000,No,,,,
78231,26,3.12,7.55,$23.56,000,999,000,No,,,,
78231,TC,7.30,7.55,$55.12,000,999,000,No,,,,
78231,,11.80,7.55,$89.09,000,999,000,No,,,,
78232,26,2.86,7.55,$21.59,000,999,000,No,,,,
78232,TC,6.00,7.55,$45.30,000,999,000,No,,,,
78232,,10.50,7.55,$79.28,000,999,000,No,,,,
78258,26,2.00,7.55,$15.10,000,999,000,No,,,,
78258,TC,2.00,7.55,$15.10,000,999,000,No,,,,
78258,,4.00,7.55,$30.20,000,999,000,No,,,,
78261,26,4.00,7.55,$30.20,000,999,000,No,,,,
78261,TC,6.50,7.55,$49.08,000,999,000,No,,,,
78261,,10.50,7.55,$79.28,000,999,000,No,,,,
78262,26,3.00,7.55,$22.65,000,999,000,No,,,,
78262,TC,5.00,7.55,$37.75,000,999,000,No,,,,
78262,,8.00,7.55,$60.40,000,999,000,No,,,,
78264,26,2.00,7.55,$15.10,000,999,000,No,,,,
78264,TC,2.00,7.55,$15.10,000,999,000,No,,,,
78264,,4.00,7.55,$30.20,000,999,000,No,,,,
78267,,1.64,7.55,$12.38,000,999,000,No,,,,
78268,,14.01,7.55,$105.78,000,999,000,No,,,,
78270,26,1.19,7.55,$8.98,000,999,000,No,,,,
78270,TC,4.50,7.55,$33.98,000,999,000,No,,,,
78270,,7.50,7.55,$56.63,000,999,000,No,,,,
78271,26,1.15,7.55,$8.68,000,999,000,No,,,,
78271,TC,6.00,7.55,$45.30,000,999,000,No,,,,
78271,,9.29,7.55,$70.14,000,999,000,No,,,,
78272,26,1.54,7.55,$11.63,000,999,000,No,,,,
78272,TC,6.00,7.55,$45.30,000,999,000,No,,,,
78272,,10.00,7.55,$75.50,000,999,000,No,,,,
78278,26,5.38,7.55,$40.62,000,999,000,No,,,,
78278,TC,6.62,7.55,$49.98,000,999,000,No,,,,
78278,,12.00,7.55,$90.60,000,999,000,No,,,,
78282,26,2.30,7.55,$17.37,000,999,000,No,,,,
78282,TC,6.00,7.55,$45.30,000,999,000,No,,,,
78282,,9.00,7.55,$67.95,000,999,000,No,,,,
78290,26,4.00,7.55,$30.20,000,999,000,No,,,,
78290,TC,6.00,7.55,$45.30,000,999,000,No,,,,
78290,,10.00,7.55,$75.50,000,999,000,No,,,,
78291,26,2.50,7.55,$18.88,000,999,000,No,,,,
78291,TC,1.50,7.55,$11.33,000,999,000,No,,,,
78291,,4.00,7.55,$30.20,000,999,000,No,,,,
78299,26,,,Code is Manually Priced,000,999,000,No,,,,
78299,,,,Code is Manually Priced,000,999,000,No,,,,
78300,26,3.75,7.55,$28.31,000,999,000,No,,,,
78300,TC,9.50,7.55,$71.73,000,999,000,No,,,,
78300,,14.00,7.55,$105.70,000,999,000,No,,,,
78305,26,4.99,7.55,$37.67,000,999,000,No,,,,
78305,TC,11.50,7.55,$86.83,000,999,000,No,,,,
78305,,17.00,7.55,$128.35,000,999,000,No,,,,
78306,26,5.21,7.55,$39.34,000,999,000,No,,,,
78306,TC,14.20,7.55,$107.21,000,999,000,No,,,,
78306,,21.00,7.55,$158.55,000,999,000,No,,,,
78315,26,4.40,7.55,$33.22,000,999,000,No,,,,
78315,TC,15.40,7.55,$116.27,000,999,000,No,,,,
78315,,19.80,7.55,$149.49,000,999,000,No,,,,
78320,26,6.29,7.55,$47.49,000,999,000,No,,,,
78320,TC,14.50,7.55,$109.48,000,999,000,No,,,,
78320,,22.50,7.55,$169.88,000,999,000,No,,,,
78350,26,2.80,7.55,$21.14,000,999,000,No,,,,
78350,TC,3.20,7.55,$24.16,000,999,000,No,,,,
78350,,6.00,7.55,$45.30,000,999,000,No,,,,
78351,26,4.20,7.55,$31.71,000,999,000,Yes,,,,
78351,TC,5.27,7.55,$39.79,000,999,000,Yes,,,,
78351,,9.47,7.55,$71.50,000,999,000,Yes,,,,
78399,26,,,Code is Manually Priced,000,999,000,No,,,,
78399,,,,Code is Manually Priced,000,999,000,No,,,,
78414,26,2.56,7.55,$19.33,000,999,000,No,,,,
78414,TC,7.50,7.55,$56.63,000,999,000,No,,,,
78414,,15.00,7.55,$113.25,000,999,000,No,,,,
78428,26,4.92,7.55,$37.15,000,999,000,No,,,,
78428,TC,9.80,7.55,$73.99,000,999,000,No,,,,
78428,,15.80,7.55,$119.29,000,999,000,No,,,,
78445,26,2.95,7.55,$22.27,000,999,000,No,,,,
78445,TC,3.50,7.55,$26.43,000,999,000,No,,,,
78445,,7.00,7.55,$52.85,000,999,000,No,,,,
78451,26,5.11,7.55,$38.58,000,999,000,No,,,,
78451,TC,12.05,7.55,$90.98,000,999,000,No,,,,
78451,,17.16,7.55,$129.56,000,999,000,No,,,,
78452,26,6.05,7.55,$45.68,000,999,000,No,,,,
78452,TC,23.29,7.55,$175.84,000,999,000,No,,,,
78452,,29.34,7.55,$221.52,000,999,000,No,,,,
78453,26,3.70,7.55,$27.94,000,999,000,No,,,,
78453,TC,11.24,7.55,$84.86,000,999,000,No,,,,
78453,,14.94,7.55,$112.80,000,999,000,No,,,,
78454,26,4.92,7.55,$37.15,000,999,000,No,,,,
78454,TC,9.45,7.55,$71.35,000,999,000,No,,,,
78454,,14.36,7.55,$108.42,000,999,000,No,,,,
78456,26,5.12,7.55,$38.66,000,999,000,No,,,,
78456,TC,15.84,7.55,$119.59,000,999,000,No,,,,
78456,,20.96,7.55,$158.25,000,999,000,No,,,,
78457,26,4.00,7.55,$30.20,000,999,000,No,,,,
78457,TC,13.00,7.55,$98.15,000,999,000,No,,,,
78457,,17.00,7.55,$128.35,000,999,000,No,,,,
78458,26,5.40,7.55,$40.77,000,999,000,No,,,,
78458,TC,12.60,7.55,$95.13,000,999,000,No,,,,
78458,,18.00,7.55,$135.90,000,999,000,No,,,,
78459,26,9.42,7.55,$71.12,000,999,000,Yes,,,,
78459,TC,83.00,7.55,$626.65,000,999,000,Yes,,,,
78459,,100.00,7.55,$755.00,000,999,000,Yes,,,,
78466,26,3.70,7.55,$27.94,000,999,000,No,,,,
78466,TC,5.50,7.55,$41.53,000,999,000,No,,,,
78466,,9.20,7.55,$69.46,000,999,000,No,,,,
78468,26,5.13,7.55,$38.73,000,999,000,No,,,,
78468,TC,7.50,7.55,$56.63,000,999,000,No,,,,
78468,,15.00,7.55,$113.25,000,999,000,No,,,,
78469,26,5.78,7.55,$43.64,000,999,000,No,,,,
78469,TC,14.00,7.55,$105.70,000,999,000,No,,,,
78469,,21.50,7.55,$162.33,000,999,000,No,,,,
78472,26,6.11,7.55,$46.13,000,999,000,No,,,,
78472,TC,7.50,7.55,$56.63,000,999,000,No,,,,
78472,,15.00,7.55,$113.25,000,999,000,No,,,,
78473,26,7.56,7.55,$57.08,000,999,000,No,,,,
78473,TC,28.10,7.55,$212.16,000,999,000,No,,,,
78473,,35.66,7.55,$269.23,000,999,000,No,,,,
78481,26,6.34,7.55,$47.87,000,999,000,No,,,,
78481,TC,10.00,7.55,$75.50,000,999,000,No,,,,
78481,,20.00,7.55,$151.00,000,999,000,No,,,,
78483,26,8.52,7.55,$64.33,000,999,000,No,,,,
78483,TC,32.54,7.55,$245.68,000,999,000,No,,,,
78483,,41.06,7.55,$310.00,000,999,000,No,,,,
78491,26,9.54,7.55,$72.03,000,999,000,Yes,,,,
78491,TC,97.00,7.55,$732.35,000,999,000,Yes,,,,
78491,,117.00,7.55,$883.35,000,999,000,Yes,,,,
78492,26,12.02,7.55,$90.75,000,999,000,Yes,,,,
78492,TC,117.00,7.55,$883.35,000,999,000,Yes,,,,
78492,,141.00,7.55,"$1,064.55",000,999,000,Yes,,,,
78494,26,5.76,7.55,$43.49,000,999,000,No,,,,
78494,TC,21.20,7.55,$160.06,000,999,000,No,,,,
78494,,26.96,7.55,$203.55,000,999,000,No,,,,
78496,26,2.64,7.55,$19.93,000,999,000,No,,,,
78496,TC,6.55,7.55,$49.45,000,999,000,No,,,,
78496,,9.19,7.55,$69.38,000,999,000,No,,,,
78499,26,,,Code is Manually Priced,000,999,000,No,,,,
78499,,,,Code is Manually Priced,000,999,000,No,,,,
78579,26,2.33,7.55,$17.59,000,999,000,No,,,,
78579,TC,15.38,7.55,$116.12,000,999,000,No,,,,
78579,,17.71,7.55,$133.71,000,999,000,No,,,,
78580,26,4.49,7.55,$33.90,000,999,000,No,,,,
78580,TC,6.90,7.55,$52.10,000,999,000,No,,,,
78580,,11.40,7.55,$86.07,000,999,000,No,,,,
78582,26,5.05,7.55,$38.13,000,999,000,No,,,,
78582,TC,27.62,7.55,$208.53,000,999,000,No,,,,
78582,,32.67,7.55,$246.66,000,999,000,No,,,,
78597,26,3.47,7.55,$26.20,000,999,000,No,,,,
78597,TC,16.49,7.55,$124.50,000,999,000,No,,,,
78597,,19.96,7.55,$150.70,000,999,000,No,,,,
78598,26,3.95,7.55,$29.82,000,999,000,No,,,,
78598,TC,26.72,7.55,$201.74,000,999,000,No,,,,
78598,,30.67,7.55,$231.56,000,999,000,No,,,,
78599,26,,,Code is Manually Priced,000,999,000,No,,,,
78599,,,,Code is Manually Priced,000,999,000,No,,,,
78600,26,2.69,7.55,$20.31,000,999,000,No,,,,
78600,TC,6.50,7.55,$49.08,000,999,000,No,,,,
78600,,10.00,7.55,$75.50,000,999,000,No,,,,
78601,26,3.08,7.55,$23.25,000,999,000,No,,,,
78601,TC,7.50,7.55,$56.63,000,999,000,No,,,,
78601,,12.50,7.55,$94.38,000,999,000,No,,,,
78605,26,3.25,7.55,$24.54,000,999,000,No,,,,
78605,TC,9.50,7.55,$71.73,000,999,000,No,,,,
78605,,14.00,7.55,$105.70,000,999,000,No,,,,
78606,26,3.88,7.55,$29.29,000,999,000,No,,,,
78606,TC,10.50,7.55,$79.28,000,999,000,No,,,,
78606,,16.50,7.55,$124.58,000,999,000,No,,,,
78607,26,7.44,7.55,$56.17,000,999,000,Yes,,,,
78607,TC,14.00,7.55,$105.70,000,999,000,Yes,,,,
78607,,22.50,7.55,$169.88,000,999,000,Yes,,,,
78608,26,8.09,7.55,$61.08,000,999,000,Yes,,,,
78608,TC,206.76,7.55,"$1,561.04",000,999,000,Yes,,,,
78608,,214.89,7.55,"$1,622.42",000,999,000,Yes,,,,
78609,26,8.09,7.55,$61.08,000,999,000,Yes,,,,
78609,TC,206.76,7.55,"$1,561.04",000,999,000,Yes,,,,
78609,,214.89,7.55,"$1,622.42",000,999,000,Yes,,,,
78610,26,1.88,7.55,$14.19,000,999,000,No,,,,
78610,TC,4.50,7.55,$33.98,000,999,000,No,,,,
78610,,7.50,7.55,$56.63,000,999,000,No,,,,
78630,26,4.14,7.55,$31.26,000,999,000,No,,,,
78630,TC,3.60,7.55,$27.18,000,999,000,No,,,,
78630,,10.60,7.55,$80.03,000,999,000,No,,,,
78635,26,3.73,7.55,$28.16,000,999,000,No,,,,
78635,TC,2.60,7.55,$19.63,000,999,000,No,,,,
78635,,7.60,7.55,$57.38,000,999,000,No,,,,
78645,26,3.00,7.55,$22.65,000,999,000,No,,,,
78645,TC,1.50,7.55,$11.33,000,999,000,No,,,,
78645,,4.50,7.55,$33.98,000,999,000,No,,,,
78647,26,3.89,7.55,$29.37,000,999,000,No,,,,
78647,,28.07,7.55,$211.93,000,999,000,No,,,,
78650,26,3.71,7.55,$28.01,000,999,000,No,,,,
78650,TC,3.10,7.55,$23.41,000,999,000,No,,,,
78650,,9.10,7.55,$68.71,000,999,000,No,,,,
78660,26,3.21,7.55,$24.24,000,999,000,No,,,,
78660,TC,1.00,7.55,$7.55,000,999,000,No,,,,
78660,,7.00,7.55,$52.85,000,999,000,No,,,,
78699,26,,,Code is Manually Priced,000,999,000,No,,,,
78699,,,,Code is Manually Priced,000,999,000,No,,,,
78700,26,2.73,7.55,$20.61,000,999,000,No,,,,
78700,TC,5.70,7.55,$43.04,000,999,000,No,,,,
78700,,9.20,7.55,$69.46,000,999,000,No,,,,
78701,26,2.95,7.55,$22.27,000,999,000,No,,,,
78701,TC,6.50,7.55,$49.08,000,999,000,No,,,,
78701,,10.50,7.55,$79.28,000,999,000,No,,,,
78707,26,4.50,7.55,$33.98,000,999,000,No,,,,
78707,TC,6.80,7.55,$51.34,000,999,000,No,,,,
78707,,11.30,7.55,$85.32,000,999,000,No,,,,
78708,26,6.02,7.55,$45.45,000,999,000,No,,,,
78708,TC,16.79,7.55,$126.76,000,999,000,No,,,,
78708,,22.81,7.55,$172.22,000,999,000,No,,,,
78709,26,6.73,7.55,$50.81,000,999,000,No,,,,
78709,TC,16.78,7.55,$126.69,000,999,000,No,,,,
78709,,23.51,7.55,$177.50,000,999,000,No,,,,
78710,26,4.01,7.55,$30.28,000,999,000,No,,,,
78710,TC,14.00,7.55,$105.70,000,999,000,No,,,,
78710,,22.00,7.55,$166.10,000,999,000,No,,,,
78725,26,2.26,7.55,$17.06,000,999,000,No,,,,
78725,TC,4.00,7.55,$30.20,000,999,000,No,,,,
78725,,8.00,7.55,$60.40,000,999,000,No,,,,
78730,26,1.05,7.55,$7.93,000,999,000,No,,,,
78730,TC,6.00,7.55,$45.30,000,999,000,No,,,,
78730,,8.87,7.55,$66.97,000,999,000,No,,,,
78740,26,3.49,7.55,$26.35,000,999,000,No,,,,
78740,TC,6.00,7.55,$45.30,000,999,000,No,,,,
78740,,10.00,7.55,$75.50,000,999,000,No,,,,
78761,26,4.32,7.55,$32.62,000,999,000,No,,,,
78761,TC,5.50,7.55,$41.53,000,999,000,No,,,,
78761,,12.00,7.55,$90.60,000,999,000,No,,,,
78799,26,,,Code is Manually Priced,000,999,000,No,,,,
78799,,,,Code is Manually Priced,000,999,000,No,,,,
78800,26,3.96,7.55,$29.90,000,999,000,No,,,,
78800,TC,1.00,7.55,$7.55,000,999,000,No,,,,
78800,,7.00,7.55,$52.85,000,999,000,No,,,,
78801,26,4.80,7.55,$36.24,000,999,000,No,,,,
78801,TC,1.00,7.55,$7.55,000,999,000,No,,,,
78801,,7.50,7.55,$56.63,000,999,000,No,,,,
78802,26,5.21,7.55,$39.34,000,999,000,No,,,,
78802,TC,1.00,7.55,$7.55,000,999,000,No,,,,
78802,,7.50,7.55,$56.63,000,999,000,No,,,,
78803,26,6.62,7.55,$49.98,000,999,000,No,,,,
78803,TC,17.50,7.55,$132.13,000,999,000,No,,,,
78803,,26.00,7.55,$196.30,000,999,000,No,,,,
78804,26,5.39,7.55,$40.69,000,999,000,No,,,,
78804,TC,16.53,7.55,$124.80,000,999,000,No,,,,
78804,,21.92,7.55,$165.50,000,999,000,No,,,,
78805,26,3.98,7.55,$30.05,000,999,000,No,,,,
78805,TC,13.54,7.55,$102.23,000,999,000,No,,,,
78805,,17.52,7.55,$132.28,000,999,000,No,,,,
78806,26,5.21,7.55,$39.34,000,999,000,No,,,,
78806,TC,1.00,7.55,$7.55,000,999,000,No,,,,
78806,,7.50,7.55,$56.63,000,999,000,No,,,,
78807,26,6.63,7.55,$50.06,000,999,000,No,,,,
78807,TC,21.74,7.55,$164.14,000,999,000,No,,,,
78807,,29.38,7.55,$221.82,000,999,000,No,,,,
78808,,4.13,7.55,$31.18,000,999,000,No,,,,
78811,26,6.79,7.55,$51.26,000,999,000,Yes,,,,
78811,TC,169.98,7.55,"$1,283.35",000,999,000,Yes,,,,
78811,,176.60,7.55,"$1,333.33",000,999,000,Yes,,,,
78812,26,9.76,7.55,$73.69,000,999,000,Yes,,,,
78812,TC,169.98,7.55,"$1,283.35",000,999,000,Yes,,,,
78812,,178.19,7.55,"$1,345.33",000,999,000,Yes,,,,
78813,26,9.85,7.55,$74.37,000,999,000,Yes,,,,
78813,TC,169.98,7.55,"$1,283.35",000,999,000,Yes,,,,
78813,,178.46,7.55,"$1,347.37",000,999,000,Yes,,,,
78814,26,10.79,7.55,$81.46,000,999,000,Yes,,,,
78814,TC,169.98,7.55,"$1,283.35",000,999,000,Yes,,,,
78814,,193.08,7.55,"$1,457.75",000,999,000,Yes,,,,
78815,26,12.26,7.55,$92.56,000,999,000,Yes,,,,
78815,TC,183.06,7.55,"$1,382.10",000,999,000,Yes,,,,
78815,,194.12,7.55,"$1,465.61",000,999,000,Yes,,,,
78816,26,11.75,7.55,$88.71,000,999,000,Yes,,,,
78816,TC,183.06,7.55,"$1,382.10",000,999,000,Yes,,,,
78816,,194.41,7.55,"$1,467.80",000,999,000,Yes,,,,
78999,26,,,Code is Manually Priced,000,999,000,No,,,,
78999,,,,Code is Manually Priced,000,999,000,No,,,,
79005,26,9.87,7.55,$74.52,000,999,000,No,,,,
79005,TC,7.26,7.55,$54.81,000,999,000,No,,,,
79005,,18.02,7.55,$136.05,000,999,000,No,,,,
79101,26,10.80,7.55,$81.54,000,999,000,No,,,,
79101,TC,7.90,7.55,$59.65,000,999,000,No,,,,
79101,,21.77,7.55,$164.36,000,999,000,No,,,,
79200,26,12.08,7.55,$91.20,000,999,000,No,,,,
79200,TC,3.70,7.55,$27.94,000,999,000,No,,,,
79200,,21.70,7.55,$163.84,000,999,000,No,,,,
79300,26,9.78,7.55,$73.84,000,999,000,No,,,,
79300,TC,4.00,7.55,$30.20,000,999,000,No,,,,
79300,,24.00,7.55,$181.20,000,999,000,No,,,,
79403,26,11.85,7.55,$89.47,000,999,000,No,,,,
79403,TC,16.04,7.55,$121.10,000,999,000,No,,,,
79403,,27.89,7.55,$210.57,000,999,000,No,,,,
79440,26,12.06,7.55,$91.05,000,999,000,No,,,,
79440,TC,22.50,7.55,$169.88,000,999,000,No,,,,
79440,,19.01,7.55,$143.53,000,999,000,No,,,,
79445,26,13.29,7.55,$100.34,000,999,000,No,,,,
79445,TC,11.04,7.55,$83.35,000,999,000,No,,,,
79445,,24.32,7.55,$183.62,000,999,000,No,,,,
79999,26,,,Code is Manually Priced,000,999,000,No,,,,
79999,TC,,,Code is Manually Priced,000,999,000,No,,,,
79999,,,,Code is Manually Priced,000,999,000,No,,,,
80047,,21.91,1.00,$21.91,000,999,000,No,,,,
80048,,10.65,1.00,$10.65,000,999,000,No,,,,
80050,,43.40,1.00,$43.40,000,999,000,No,,,,
80051,,8.81,1.00,$8.81,000,999,000,No,,,,
80053,,13.30,1.00,$13.30,000,999,000,No,,,,
80055,,30.90,1.00,$30.90,000,999,000,No,,,,
80061,,16.84,1.00,$16.84,000,999,000,No,,,,
80069,,10.91,1.00,$10.91,000,999,000,No,,,,
80074,,59.89,1.00,$59.89,000,999,000,No,,,,
80076,,10.28,1.00,$10.28,000,999,000,No,,,,
80100,,18.30,1.00,$18.30,000,999,000,No,,,,
80101,,17.32,1.00,$17.32,000,999,000,No,,,,
80102,,16.65,1.00,$16.65,000,999,000,No,,,,
80103,,30.97,1.00,$30.97,000,999,000,No,,,,
80104,,15.53,1.00,$15.53,000,999,000,No,,,,
80150,,18.95,1.00,$18.95,000,999,000,No,,,,
80152,,22.50,1.00,$22.50,000,999,000,No,,,,
80154,,23.26,1.00,$23.26,000,999,000,No,,,,
80155,,14.48,1.00,$14.48,000,999,000,No,,,,
80156,,18.31,1.00,$18.31,000,999,000,No,,,,
80157,,12.51,1.00,$12.51,000,999,000,No,,,,
80158,,22.70,1.00,$22.70,000,999,000,No,,,,
80159,,18.92,1.00,$18.92,000,999,000,No,,,,
80160,,21.64,1.00,$21.64,000,999,000,No,,,,
80162,,16.69,1.00,$16.69,000,999,000,No,,,,
80164,,17.02,1.00,$17.02,000,999,000,No,,,,
80166,,19.49,1.00,$19.49,000,999,000,No,,,,
80168,,20.54,1.00,$20.54,000,999,000,No,,,,
80169,,14.05,1.00,$14.05,000,999,000,No,,,,
80170,,20.60,1.00,$20.60,000,999,000,No,,,,
80171,,13.57,1.00,$13.57,000,999,000,No,,,,
80172,,20.49,1.00,$20.49,000,999,000,No,,,,
80173,,18.31,1.00,$18.31,000,999,000,No,,,,
80174,,21.64,1.00,$21.64,000,999,000,No,,,,
80175,,13.57,1.00,$13.57,000,999,000,No,,,,
80176,,18.47,1.00,$18.47,000,999,000,No,,,,
80177,,13.57,1.00,$13.57,000,999,000,No,,,,
80178,,8.31,1.00,$8.31,000,999,000,No,,,,
80180,,18.47,1.00,$18.47,000,999,000,No,,,,
80182,,17.02,1.00,$17.02,000,999,000,No,,,,
80183,,13.57,1.00,$13.57,000,999,000,No,,,,
80184,,14.40,1.00,$14.40,000,999,000,No,,,,
80185,,16.66,1.00,$16.66,000,999,000,No,,,,
80186,,17.32,1.00,$17.32,000,999,000,No,,,,
80188,,20.86,1.00,$20.86,000,999,000,No,,,,
80190,,21.06,1.00,$21.06,000,999,000,No,,,,
80192,,21.06,1.00,$21.06,000,999,000,No,,,,
80194,,18.36,1.00,$18.36,000,999,000,No,,,,
80195,,13.04,1.00,$13.04,000,999,000,No,,,,
80196,,8.91,1.00,$8.91,000,999,000,No,,,,
80197,,17.27,1.00,$17.27,000,999,000,No,,,,
80198,,17.80,1.00,$17.80,000,999,000,No,,,,
80199,,18.57,1.00,$18.57,000,999,000,No,,,,
80200,,20.28,1.00,$20.28,000,999,000,No,,,,
80201,,15.00,1.00,$15.00,000,999,000,No,,,,
80202,,17.02,1.00,$17.02,000,999,000,No,,,,
80203,,13.57,1.00,$13.57,000,999,000,No,,,,
80299,,17.22,1.00,$17.22,000,999,000,No,,,,
80400,,41.00,1.00,$41.00,000,999,000,No,,,,
80402,,109.31,1.00,$109.31,000,999,000,No,,,,
80406,,78.50,1.00,$78.50,000,999,000,No,,,,
80408,,157.81,1.00,$157.81,000,999,000,No,,,,
80410,,101.02,1.00,$101.02,000,999,000,No,,,,
80412,,414.43,1.00,$414.43,000,999,000,No,,,,
80414,,64.92,1.00,$64.92,000,999,000,No,,,,
80415,,70.28,1.00,$70.28,000,999,000,No,,,,
80416,,165.95,1.00,$165.95,000,999,000,No,,,,
80417,,55.31,1.00,$55.31,000,999,000,No,,,,
80418,,728.75,1.00,$728.75,000,999,000,No,,,,
80420,,90.58,1.00,$90.58,000,999,000,No,,,,
80422,,57.96,1.00,$57.96,000,999,000,No,,,,
80424,,63.52,1.00,$63.52,000,999,000,No,,,,
